order_id,order_ref,customer_ref,order_amount_paise,currency,created_at,order_status,refund_issued_paise
ord_a2be41e89b4a,KK-2026-00025,cust_d4e2,565000,INR,2026-03-03T21:10:06+05:30,paid,0
ord_48c47a41c952,KK-2026-00026,cust_998c,192900,INR,2026-03-03T12:28:14+05:30,paid,0
ord_263d580de3a7,KK-2026-00027,cust_53b3,582000,INR,2026-03-03T09:02:08+05:30,paid,0
ord_8e168722f00f,KK-2026-00028,cust_1d5b,215900,INR,2026-03-03T07:45:12+05:30,paid,0
ord_f3ce676d5ff3,KK-2026-00029,cust_588b,248000,INR,2026-03-03T15:31:23+05:30,paid,0
ord_cfcfb0eacd42,KK-2026-00030,cust_ab7d,656900,INR,2026-03-03T15:00:52+05:30,paid,0
ord_56dc9890a86f,KK-2026-00031,cust_e298,121900,INR,2026-03-03T12:29:21+05:30,paid,0
ord_7df720ab5cdf,KK-2026-00032,cust_6ce9,49900,INR,2026-03-03T13:17:51+05:30,paid,0
ord_e1537b284bc5,KK-2026-00033,cust_3d2a,39900,INR,2026-03-03T19:35:04+05:30,refunded,39900
ord_316603a3a947,KK-2026-00034,cust_766f,76000,INR,2026-03-04T13:16:40+05:30,paid,0
ord_fb898fb56794,KK-2026-00035,cust_0dea,65900,INR,2026-03-04T15:53:03+05:30,paid,0
ord_35c9513b0c56,KK-2026-00036,cust_0dde,49900,INR,2026-03-04T22:07:50+05:30,paid,0
ord_29bd6dce0afa,KK-2026-00037,cust_9325,694000,INR,2026-03-04T18:00:23+05:30,paid,0
ord_4b7416fd1d9a,KK-2026-00038,cust_791d,649900,INR,2026-03-04T16:41:52+05:30,paid,0
ord_b45110baafa5,KK-2026-00039,cust_5b20,218000,INR,2026-03-04T08:49:11+05:30,refunded,218000
ord_505e4318863d,KK-2026-00040,cust_68eb,468000,INR,2026-03-04T18:46:43+05:30,partially_refunded,312671
ord_00d73bd59c4d,KK-2026-00041,cust_97f7,729900,INR,2026-03-04T10:10:03+05:30,paid,0
ord_e3b05e1659a8,KK-2026-00042,cust_48c0,581000,INR,2026-03-04T12:04:24+05:30,paid,0
ord_412733697932,KK-2026-00043,cust_ff39,181000,INR,2026-03-04T23:19:03+05:30,paid,0
ord_bab3859cec97,KK-2026-00044,cust_4b75,111000,INR,2026-03-04T18:42:21+05:30,paid,0
ord_88232dac3a23,KK-2026-00045,cust_f130,104900,INR,2026-03-04T17:43:31+05:30,paid,0
ord_e52c4c4b6bab,KK-2026-00046,cust_504a,949900,INR,2026-03-04T14:32:27+05:30,paid,0
ord_ceb96b168848,KK-2026-00047,cust_0d88,218000,INR,2026-03-05T15:44:01+05:30,paid,0
ord_b7487edd8725,KK-2026-00048,cust_26ce,41900,INR,2026-03-05T20:17:36+05:30,paid,0
ord_4bf1b4c5505d,KK-2026-00049,cust_f471,116900,INR,2026-03-05T08:51:45+05:30,paid,0
ord_03d9661da0d9,KK-2026-00050,cust_934d,89900,INR,2026-03-05T15:47:01+05:30,paid,0
ord_dc7c39e44464,KK-2026-00051,cust_aa2b,327900,INR,2026-03-05T12:44:20+05:30,paid,0
ord_0d774744b4c0,KK-2026-00052,cust_6a7f,108900,INR,2026-03-05T17:25:17+05:30,paid,0
ord_86a1e182ff5f,KK-2026-00053,cust_384b,352900,INR,2026-03-05T23:58:28+05:30,paid,0
ord_4464f48c2d5d,KK-2026-00054,cust_c1e4,47900,INR,2026-03-05T14:34:57+05:30,paid,0
ord_fe4b3427fa07,KK-2026-00055,cust_5d70,792000,INR,2026-03-05T15:33:52+05:30,refunded,792000
ord_79149e84763a,KK-2026-00056,cust_3c9c,233900,INR,2026-03-05T10:55:15+05:30,paid,0
ord_52662d095a8d,KK-2026-00057,cust_d221,699900,INR,2026-03-05T13:38:37+05:30,paid,0
ord_2d37d6561ba9,KK-2026-00058,cust_b154,979900,INR,2026-03-06T17:50:10+05:30,paid,0
ord_b2baceb4c82b,KK-2026-00059,cust_a0f7,206900,INR,2026-03-06T17:45:03+05:30,paid,0
ord_0f9a67b3ca04,KK-2026-00060,cust_c249,119900,INR,2026-03-06T09:14:38+05:30,partially_refunded,25623
ord_4a82c84ba90e,KK-2026-00061,cust_0808,708900,INR,2026-03-06T16:14:13+05:30,refunded,708900
ord_8c675df2cc99,KK-2026-00062,cust_e914,129900,INR,2026-03-06T21:49:14+05:30,paid,0
ord_53c6db121f12,KK-2026-00063,cust_ecff,66900,INR,2026-03-06T07:04:34+05:30,paid,0
ord_fb599d03e452,KK-2026-00064,cust_9863,276900,INR,2026-03-06T19:58:48+05:30,paid,0
ord_e18a2e39c756,KK-2026-00065,cust_c201,229900,INR,2026-03-06T23:36:59+05:30,paid,0
ord_427bc2cf2283,KK-2026-00066,cust_b412,3223000,INR,2026-03-06T21:32:12+05:30,paid,0
ord_4b6d9b73b9cf,KK-2026-00067,cust_0911,214900,INR,2026-03-06T22:18:48+05:30,refunded,214900
ord_1673b7ac3c23,KK-2026-00068,cust_e112,241000,INR,2026-03-06T23:32:52+05:30,paid,0
ord_e050554091c6,KK-2026-00069,cust_7895,169900,INR,2026-03-06T21:10:17+05:30,paid,0
ord_f38b28d6046c,KK-2026-00070,cust_fa2c,219900,INR,2026-03-07T17:44:59+05:30,paid,0
ord_b930a2413cce,KK-2026-00071,cust_85f4,508900,INR,2026-03-07T08:04:45+05:30,paid,0
ord_b01dcc00c443,KK-2026-00072,cust_8e8e,151000,INR,2026-03-07T10:16:50+05:30,paid,0
ord_a7361130b1b7,KK-2026-00073,cust_e6b9,199900,INR,2026-03-07T11:27:28+05:30,paid,0
ord_31e1c6b4c0fa,KK-2026-00074,cust_e54f,49900,INR,2026-03-07T08:48:48+05:30,paid,0
ord_fc59a2e444f2,KK-2026-00075,cust_01fb,175900,INR,2026-03-07T18:34:06+05:30,partially_refunded,60914
ord_c084949573fd,KK-2026-00076,cust_d9f7,73900,INR,2026-03-07T16:29:53+05:30,paid,0
ord_3e97f5907317,KK-2026-00077,cust_f055,79900,INR,2026-03-07T16:22:35+05:30,paid,0
ord_1508e8c2d500,KK-2026-00078,cust_dcbf,149900,INR,2026-03-07T13:09:07+05:30,paid,0
ord_7dfbb8a5eb8f,KK-2026-00079,cust_2f32,209900,INR,2026-03-07T12:10:55+05:30,paid,0
ord_0c9d76bd1114,KK-2026-00080,cust_23ef,168000,INR,2026-03-07T17:26:01+05:30,paid,0
ord_80d356c31562,KK-2026-00081,cust_a9a5,205900,INR,2026-03-07T12:53:18+05:30,paid,0
ord_6a0b41165389,KK-2026-00082,cust_3442,529900,INR,2026-03-07T16:29:53+05:30,paid,0
ord_186c4428848d,KK-2026-00083,cust_bba1,219900,INR,2026-03-08T13:35:37+05:30,paid,0
ord_51c5fa15a4e8,KK-2026-00084,cust_8c52,200000,INR,2026-03-08T17:05:40+05:30,paid,0
ord_fe468f4a2282,KK-2026-00085,cust_15eb,196900,INR,2026-03-08T10:33:44+05:30,refunded,196900
ord_f283aea2d217,KK-2026-00086,cust_f0a6,214900,INR,2026-03-08T08:12:16+05:30,partially_refunded,115036
ord_6516b0d4713f,KK-2026-00087,cust_550b,169900,INR,2026-03-08T14:38:46+05:30,paid,0
ord_2606eae4d459,KK-2026-00088,cust_5b81,340000,INR,2026-03-08T06:23:24+05:30,paid,0
ord_3c7694bb0e13,KK-2026-00089,cust_6594,760000,INR,2026-03-08T20:05:54+05:30,paid,0
ord_fe55f8c6064a,KK-2026-00090,cust_42d8,689900,INR,2026-03-08T16:28:17+05:30,paid,0
ord_b23780725180,KK-2026-00091,cust_4bb2,49900,INR,2026-03-08T06:14:13+05:30,paid,0
ord_f9bccdc561bc,KK-2026-00092,cust_a6f1,39900,INR,2026-03-08T18:33:37+05:30,paid,0
ord_a20b88b4ba23,KK-2026-00093,cust_775f,219900,INR,2026-03-08T08:27:41+05:30,refunded,219900
ord_d8402fc7562e,KK-2026-00094,cust_905a,159900,INR,2026-03-08T09:40:47+05:30,paid,0
ord_6b05866822a8,KK-2026-00095,cust_77c9,229900,INR,2026-03-08T16:15:50+05:30,paid,0
ord_38c7727efe48,KK-2026-00096,cust_87f3,549900,INR,2026-03-08T19:03:52+05:30,paid,0
ord_d08ff8f25a20,KK-2026-00097,cust_d07e,89900,INR,2026-03-08T15:45:59+05:30,paid,0
ord_bc3be5456a9a,KK-2026-00098,cust_725e,108900,INR,2026-03-09T10:09:16+05:30,paid,0
ord_dd2bef7229c7,KK-2026-00099,cust_2a9d,505900,INR,2026-03-09T20:08:45+05:30,paid,0
ord_888bcb794b03,KK-2026-00100,cust_b9cb,124900,INR,2026-03-09T19:58:52+05:30,paid,0
ord_12cc3d6cadb4,KK-2026-00101,cust_4bf4,944900,INR,2026-03-09T07:19:04+05:30,partially_refunded,459694
ord_590063ab0f0f,KK-2026-00102,cust_5768,199900,INR,2026-03-09T16:55:42+05:30,paid,0
ord_19f03981e327,KK-2026-00103,cust_c060,539900,INR,2026-03-09T10:15:53+05:30,paid,0
ord_50ca61ea57a4,KK-2026-00104,cust_0c61,475900,INR,2026-03-09T14:42:40+05:30,paid,0
ord_0947237cfbd9,KK-2026-00105,cust_a37b,179000,INR,2026-03-09T07:09:44+05:30,paid,0
ord_2416e4735a07,KK-2026-00106,cust_bcf0,87000,INR,2026-03-09T15:46:09+05:30,paid,0
ord_3c6e6d24e826,KK-2026-00107,cust_979b,80900,INR,2026-03-09T15:28:10+05:30,paid,0
ord_e9062e57abac,KK-2026-00108,cust_5605,139900,INR,2026-03-09T15:49:34+05:30,paid,0
ord_da3d392f2ec5,KK-2026-00109,cust_9556,203900,INR,2026-03-09T12:14:07+05:30,paid,0
ord_79c95fb0923f,KK-2026-00110,cust_8d2a,179900,INR,2026-03-09T10:33:57+05:30,paid,0
ord_c1a4eeb16a5d,KK-2026-00111,cust_5d6c,224000,INR,2026-03-09T18:48:23+05:30,paid,0
ord_766c2171f5f2,KK-2026-00112,cust_6346,133900,INR,2026-03-09T20:30:34+05:30,paid,0
ord_bafadc1138b2,KK-2026-00113,cust_fab8,89900,INR,2026-03-09T10:14:29+05:30,paid,0
ord_e7c77f066c71,KK-2026-00114,cust_e612,84900,INR,2026-03-10T16:43:55+05:30,paid,0
ord_6463b3ccfb82,KK-2026-00115,cust_27ed,756000,INR,2026-03-10T18:44:04+05:30,paid,0
ord_868aca9126a9,KK-2026-00116,cust_7124,134900,INR,2026-03-10T11:02:54+05:30,paid,0
ord_69b94fc27de2,KK-2026-00117,cust_9198,229900,INR,2026-03-10T18:36:11+05:30,partially_refunded,77936
ord_0306ef9fe686,KK-2026-00118,cust_6dd0,249900,INR,2026-03-10T21:40:41+05:30,paid,0
ord_63c94f76c290,KK-2026-00119,cust_8909,65900,INR,2026-03-10T08:08:34+05:30,paid,0
ord_71f545abc0e6,KK-2026-00120,cust_3ce0,1613900,INR,2026-03-10T11:45:48+05:30,paid,0
ord_ed623b9afcfd,KK-2026-00121,cust_d37c,79900,INR,2026-03-10T12:43:52+05:30,paid,0
ord_67f4c6cae752,KK-2026-00122,cust_d331,2843900,INR,2026-03-10T21:28:26+05:30,paid,0
ord_99a8ef4a463f,KK-2026-00123,cust_a1b8,719900,INR,2026-03-10T23:46:39+05:30,paid,0
ord_1e8beed30c07,KK-2026-00124,cust_f2e1,639900,INR,2026-03-10T22:27:10+05:30,paid,0
ord_807c4901301c,KK-2026-00125,cust_62be,89000,INR,2026-03-10T07:42:39+05:30,paid,0
ord_cd54bfc260e3,KK-2026-00126,cust_ff48,279900,INR,2026-03-10T22:30:45+05:30,paid,0
ord_a8fcc3eb9e9c,KK-2026-00127,cust_cb70,34900,INR,2026-03-10T23:10:38+05:30,paid,0
ord_2d90f4f03d89,KK-2026-00128,cust_543a,127900,INR,2026-03-10T16:53:29+05:30,paid,0
ord_4ef8b3e64eea,KK-2026-00129,cust_5f11,706000,INR,2026-03-11T23:23:34+05:30,paid,0
ord_66ded7dc8095,KK-2026-00130,cust_d5e5,123900,INR,2026-03-11T15:11:20+05:30,paid,0
ord_b9887344acad,KK-2026-00131,cust_7d0f,171900,INR,2026-03-11T11:21:14+05:30,paid,0
ord_7972daad93e0,KK-2026-00132,cust_da91,239900,INR,2026-03-11T08:25:12+05:30,paid,0
ord_ddc1933fabad,KK-2026-00133,cust_aedc,57900,INR,2026-03-11T07:45:28+05:30,paid,0
ord_1ec1186c97ca,KK-2026-00134,cust_13f0,143900,INR,2026-03-11T10:10:49+05:30,paid,0
ord_f0fa28923e54,KK-2026-00135,cust_785e,221900,INR,2026-03-11T14:57:04+05:30,partially_refunded,98302
ord_ad6b54a343d9,KK-2026-00136,cust_9602,179900,INR,2026-03-11T14:33:45+05:30,paid,0
ord_b7c5f86a66fb,KK-2026-00137,cust_33e3,239900,INR,2026-03-11T08:30:29+05:30,paid,0
ord_a14b39e2a63e,KK-2026-00138,cust_5d2b,55900,INR,2026-03-11T09:32:22+05:30,paid,0
ord_9755db0d5b00,KK-2026-00139,cust_b0c3,98900,INR,2026-03-11T19:46:48+05:30,paid,0
ord_f8f3731a0077,KK-2026-00140,cust_b2f0,169900,INR,2026-03-11T08:44:22+05:30,paid,0
ord_d866c228503b,KK-2026-00141,cust_55e9,119900,INR,2026-03-11T12:24:23+05:30,paid,0
ord_6a91da6cad93,KK-2026-00142,cust_e750,706000,INR,2026-03-11T23:23:34+05:30,paid,0
ord_a135206df980,KK-2026-00143,cust_2080,839900,INR,2026-03-11T21:36:39+05:30,paid,0
ord_638120afd7db,KK-2026-00144,cust_28d3,131900,INR,2026-03-12T13:11:09+05:30,paid,0
ord_1221d3fdafe6,KK-2026-00145,cust_b81f,223000,INR,2026-03-12T07:00:08+05:30,paid,0
ord_93004599f38a,KK-2026-00146,cust_7cfa,330900,INR,2026-03-12T18:27:59+05:30,paid,0
ord_5d94ad7aa33e,KK-2026-00147,cust_855e,189900,INR,2026-03-12T13:14:36+05:30,paid,0
ord_77dfb64a15c5,KK-2026-00148,cust_3d29,779900,INR,2026-03-12T07:20:57+05:30,paid,0
ord_ea8a2d03b637,KK-2026-00149,cust_8e9f,95900,INR,2026-03-12T09:36:59+05:30,paid,0
ord_edd6e41a3397,KK-2026-00150,cust_0ae1,209900,INR,2026-03-12T18:27:10+05:30,paid,0
ord_a5bb974ca6ed,KK-2026-00151,cust_798e,119900,INR,2026-03-12T17:42:29+05:30,paid,0
ord_aa33e568cc14,KK-2026-00152,cust_c6ba,128900,INR,2026-03-12T08:27:07+05:30,paid,0
ord_9e8fc73ee48e,KK-2026-00153,cust_1118,219900,INR,2026-03-12T15:48:40+05:30,paid,0
ord_98c8809eb22a,KK-2026-00154,cust_f471,4149900,INR,2026-03-12T06:05:28+05:30,paid,0
ord_f06a532e1d83,KK-2026-00155,cust_9617,78900,INR,2026-03-12T07:59:28+05:30,paid,0
ord_da535b612486,KK-2026-00156,cust_4949,778000,INR,2026-03-12T08:28:53+05:30,paid,0
ord_ed27f3cea8da,KK-2026-00157,cust_8790,909900,INR,2026-03-12T09:21:29+05:30,paid,0
ord_ce212ea045a4,KK-2026-00158,cust_350f,73000,INR,2026-03-12T15:06:17+05:30,paid,0
ord_ba01d28bfa49,KK-2026-00159,cust_d6c3,629900,INR,2026-03-13T18:31:04+05:30,paid,0
ord_cf08fefc0fd1,KK-2026-00160,cust_3733,199900,INR,2026-03-13T12:53:03+05:30,paid,0
ord_1f08cd583ef9,KK-2026-00161,cust_d7ac,89900,INR,2026-03-13T12:39:01+05:30,paid,0
ord_c64ff92122ac,KK-2026-00162,cust_2467,759900,INR,2026-03-13T07:29:58+05:30,paid,0
ord_b9a70c2369e1,KK-2026-00163,cust_14d9,751900,INR,2026-03-13T06:29:17+05:30,paid,0
ord_d9f062b117a0,KK-2026-00164,cust_09d8,59900,INR,2026-03-13T09:49:42+05:30,paid,0
ord_1696e346fa81,KK-2026-00165,cust_571c,592000,INR,2026-03-13T06:58:09+05:30,partially_refunded,352062
ord_dc3782eb341a,KK-2026-00166,cust_6eb8,59900,INR,2026-03-13T20:09:39+05:30,paid,0
ord_f68d68174e25,KK-2026-00167,cust_91d6,169900,INR,2026-03-13T14:03:48+05:30,paid,0
ord_5511870ba7c4,KK-2026-00168,cust_358b,152000,INR,2026-03-13T09:46:49+05:30,paid,0
ord_83cb41d18efb,KK-2026-00169,cust_5626,139900,INR,2026-03-13T13:48:14+05:30,paid,0
ord_9bd20d62153a,KK-2026-00170,cust_3f06,33000,INR,2026-03-13T21:29:00+05:30,paid,0
ord_82751fc421b4,KK-2026-00171,cust_2a21,194900,INR,2026-03-13T14:09:45+05:30,paid,0
ord_16ceaea2d6a9,KK-2026-00172,cust_464a,40900,INR,2026-03-13T22:22:57+05:30,paid,0
ord_3c22756c3d36,KK-2026-00173,cust_7b98,630900,INR,2026-03-13T21:05:35+05:30,paid,0
ord_db7ab52c1213,KK-2026-00174,cust_fb9d,96000,INR,2026-03-13T11:29:48+05:30,paid,0
ord_b936bdf1e156,KK-2026-00175,cust_9447,104900,INR,2026-03-13T12:28:28+05:30,paid,0
ord_329fc01aa10a,KK-2026-00176,cust_e51a,839900,INR,2026-03-14T10:38:48+05:30,paid,0
ord_18016141e37c,KK-2026-00177,cust_6a6c,129900,INR,2026-03-14T11:38:24+05:30,paid,0
ord_13cdaa0950cc,KK-2026-00178,cust_1e0b,104900,INR,2026-03-14T11:33:58+05:30,paid,0
ord_3c2509a5c35c,KK-2026-00179,cust_a9e0,179000,INR,2026-03-14T10:52:20+05:30,paid,0
ord_1a00918f5dd7,KK-2026-00180,cust_104c,149900,INR,2026-03-14T14:16:29+05:30,partially_refunded,52765
ord_76b3817411d8,KK-2026-00181,cust_01da,169900,INR,2026-03-14T08:19:07+05:30,paid,0
ord_6cf8452d1cea,KK-2026-00182,cust_9481,143000,INR,2026-03-14T07:52:56+05:30,paid,0
ord_1ee88cc0f1af,KK-2026-00183,cust_3479,179900,INR,2026-03-14T09:48:53+05:30,paid,0
ord_608c2b274c19,KK-2026-00184,cust_af4f,105000,INR,2026-03-14T10:00:13+05:30,paid,0
ord_ddb6ff3b88c8,KK-2026-00185,cust_6866,107000,INR,2026-03-14T20:05:55+05:30,paid,0
ord_d57f461f188f,KK-2026-00186,cust_2656,47000,INR,2026-03-14T13:24:04+05:30,paid,0
ord_1fa0cb1a9498,KK-2026-00187,cust_c01d,59900,INR,2026-03-14T22:59:15+05:30,paid,0
ord_d57eee71eea1,KK-2026-00188,cust_bb5c,83000,INR,2026-03-14T08:11:06+05:30,paid,0
ord_2b327a2d1523,KK-2026-00189,cust_f162,239900,INR,2026-03-14T21:35:51+05:30,paid,0
ord_c07e03fc510f,KK-2026-00190,cust_17f4,39000,INR,2026-03-15T10:52:41+05:30,paid,0
ord_5942cee5030f,KK-2026-00191,cust_3240,140000,INR,2026-03-15T19:22:36+05:30,paid,0
ord_36486eea2fa1,KK-2026-00192,cust_6f15,163000,INR,2026-03-15T14:55:36+05:30,paid,0
ord_c93400362506,KK-2026-00193,cust_1577,79900,INR,2026-03-15T16:45:44+05:30,refunded,79900
ord_35178babdf8e,KK-2026-00194,cust_aca1,141900,INR,2026-03-15T07:02:56+05:30,paid,0
ord_d0c0e11d06cc,KK-2026-00195,cust_889b,159900,INR,2026-03-15T20:29:04+05:30,paid,0
ord_0c3f23239357,KK-2026-00196,cust_68d6,245000,INR,2026-03-15T21:36:24+05:30,paid,0
ord_db04974469ec,KK-2026-00197,cust_6dcc,693000,INR,2026-03-15T15:42:12+05:30,paid,0
ord_e302461e277a,KK-2026-00198,cust_67ed,872900,INR,2026-03-15T22:49:00+05:30,paid,0
ord_667053e07ab9,KK-2026-00199,cust_ef8b,1389900,INR,2026-03-15T19:13:03+05:30,paid,0
ord_4057c20a97db,KK-2026-00200,cust_e37c,979900,INR,2026-03-15T11:29:35+05:30,paid,0
ord_dc099455b2cd,KK-2026-00201,cust_51c6,289000,INR,2026-03-16T16:21:03+05:30,paid,0
ord_179b9c1de7fe,KK-2026-00202,cust_7053,89900,INR,2026-03-16T14:35:00+05:30,paid,0
ord_3a1bf441fe57,KK-2026-00203,cust_9295,78000,INR,2026-03-16T07:39:47+05:30,paid,0
ord_c1aa2f83387e,KK-2026-00204,cust_7233,151900,INR,2026-03-16T22:41:17+05:30,paid,0
ord_8fda9bce6610,KK-2026-00205,cust_eca8,129900,INR,2026-03-16T07:57:49+05:30,paid,0
ord_7ff3fc097c59,KK-2026-00206,cust_2907,131900,INR,2026-03-16T07:04:10+05:30,refunded,131900
ord_e31e2b0420b8,KK-2026-00207,cust_b824,511900,INR,2026-03-16T22:33:30+05:30,paid,0
ord_e5ffe6bc85bd,KK-2026-00208,cust_e771,528900,INR,2026-03-16T10:05:37+05:30,paid,0
ord_7fb6b8b2d696,KK-2026-00209,cust_ad8a,796000,INR,2026-03-16T13:40:29+05:30,paid,0
ord_6905c20287db,KK-2026-00210,cust_6255,79900,INR,2026-03-16T10:17:42+05:30,paid,0
ord_f179c390fed8,KK-2026-00211,cust_dd2d,229900,INR,2026-03-16T06:52:32+05:30,partially_refunded,58510
ord_ecf39808903b,KK-2026-00212,cust_3df0,819900,INR,2026-03-16T06:37:56+05:30,partially_refunded,340422
ord_f92b290226fc,KK-2026-00213,cust_d165,219900,INR,2026-03-17T10:13:59+05:30,paid,0
ord_a3073f88fd79,KK-2026-00214,cust_05e5,152000,INR,2026-03-17T10:04:20+05:30,paid,0
ord_09c7e7d1e631,KK-2026-00215,cust_41b5,346000,INR,2026-03-17T19:27:35+05:30,partially_refunded,90929
ord_d63b401afb31,KK-2026-00216,cust_4d60,41900,INR,2026-03-17T21:29:41+05:30,paid,0
ord_c93d8d4f69f9,KK-2026-00217,cust_f61b,105900,INR,2026-03-17T08:52:48+05:30,paid,0
ord_61cc8af918eb,KK-2026-00218,cust_e530,219900,INR,2026-03-17T15:43:44+05:30,paid,0
ord_62de06b5b09b,KK-2026-00219,cust_7348,213000,INR,2026-03-17T16:10:19+05:30,paid,0
ord_41bf76d157b1,KK-2026-00220,cust_e99c,69900,INR,2026-03-17T09:44:37+05:30,paid,0
ord_a88ea503c90d,KK-2026-00221,cust_636b,99900,INR,2026-03-17T18:18:05+05:30,paid,0
ord_145df0135219,KK-2026-00222,cust_ac7e,220900,INR,2026-03-17T08:54:35+05:30,refunded,220900
ord_8098ac57a964,KK-2026-00223,cust_ef51,2229900,INR,2026-03-17T16:34:00+05:30,paid,0
ord_d2a54540f85a,KK-2026-00224,cust_fb50,752900,INR,2026-03-17T10:29:59+05:30,paid,0
ord_7110c8377f36,KK-2026-00225,cust_7834,102900,INR,2026-03-17T08:58:49+05:30,paid,0
ord_911687791411,KK-2026-00226,cust_d673,905900,INR,2026-03-18T16:11:29+05:30,paid,0
ord_68778b57c772,KK-2026-00227,cust_01ef,255900,INR,2026-03-18T20:42:02+05:30,paid,0
ord_a5ac10e945d5,KK-2026-00228,cust_34d7,99900,INR,2026-03-18T22:46:29+05:30,paid,0
ord_68d644a8904b,KK-2026-00229,cust_7860,89900,INR,2026-03-18T20:43:05+05:30,paid,0
ord_4bc92d245f15,KK-2026-00230,cust_25e3,119900,INR,2026-03-18T12:07:21+05:30,paid,0
ord_d70c90765374,KK-2026-00231,cust_e2c2,230900,INR,2026-03-18T06:53:11+05:30,paid,0
ord_89775546a2bb,KK-2026-00232,cust_457b,328900,INR,2026-03-18T10:19:17+05:30,paid,0
ord_64c56eb3ff17,KK-2026-00233,cust_75e3,69900,INR,2026-03-18T13:26:54+05:30,paid,0
ord_1fe969d6c814,KK-2026-00234,cust_8794,109900,INR,2026-03-18T07:05:29+05:30,paid,0
ord_6310322a071c,KK-2026-00235,cust_78d8,229900,INR,2026-03-18T11:41:05+05:30,paid,0
ord_41009e8cf7d9,KK-2026-00236,cust_37a0,196000,INR,2026-03-18T11:17:19+05:30,paid,0
ord_8fb5f4c983f6,KK-2026-00237,cust_b3e9,229900,INR,2026-03-18T13:13:18+05:30,paid,0
ord_73948ab1c846,KK-2026-00238,cust_6b2a,145000,INR,2026-03-18T12:18:56+05:30,paid,0
ord_b5937b14d659,KK-2026-00239,cust_b884,513000,INR,2026-03-18T20:01:04+05:30,paid,0
ord_bacec316a7ff,KK-2026-00240,cust_9a0b,49900,INR,2026-03-19T13:05:40+05:30,paid,0
ord_80fd0ce2e9e2,KK-2026-00241,cust_fd2e,95900,INR,2026-03-19T06:06:21+05:30,paid,0
ord_38f0afdb3e32,KK-2026-00242,cust_549b,5219000,INR,2026-03-19T18:04:50+05:30,paid,0
ord_4059de52e32d,KK-2026-00243,cust_9317,490000,INR,2026-03-19T10:55:41+05:30,paid,0
ord_594e26b62d9b,KK-2026-00244,cust_ccb1,75000,INR,2026-03-19T18:29:52+05:30,paid,0
ord_c8eb1c6f0c60,KK-2026-00245,cust_08c1,205000,INR,2026-03-19T16:15:55+05:30,paid,0
ord_2466a818b9bb,KK-2026-00246,cust_82cd,79900,INR,2026-03-19T22:32:16+05:30,paid,0
ord_0c92b7f233b1,KK-2026-00247,cust_056e,789900,INR,2026-03-19T09:57:13+05:30,paid,0
